Prov,Provinsi,Tanggal,Max. Tanggal,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
Nusa Tenggara Timur,Nusa Tenggara Timur,7/6/2021,7/6/2021,187.709,2.415
Papua,Papua,7/6/2021,7/6/2021,129.756,0.773
Papua Barat,Papua Barat,7/6/2021,7/6/2021,48.445,1.078
Riau,Kepulauan Riau,7/6/2021,7/6/2021,136.399,1.912
Riau,Riau,7/6/2021,7/6/2021,407.458,13.276
Sulawesi Barat,Sulawesi Barat,7/6/2021,7/6/2021,60.002,0.673
Sulawesi Selatan,Sulawesi Selatan,7/6/2021,7/6/2021,475.285,6.555
Sulawesi Tengah,Sulawesi Tengah,7/6/2021,7/6/2021,101.822,1.347
Sulawesi Tenggara,Sulawesi Tenggara,7/6/2021,7/6/2021,101.098,1.664
Sulawesi Utara,Sulawesi Utara,7/6/2021,7/6/2021,148.264,2.145
Sumatera Barat,Sumatera Barat,7/6/2021,7/6/2021,161.594,1.611
Sumatera Selatan,Sumatera Selatan,7/6/2021,7/6/2021,339.78,3.763
Sumatera Utara,Sumatera Utara,7/6/2021,7/6/2021,614.102,17.729
Yogyakarta,Yogyakarta,7/6/2021,7/6/2021,398.781,0.704
Aceh,Aceh,7/7/2021,7/7/2021,168.506,7.893
Bali,Bali,7/7/2021,7/7/2021,762.784,1.077
Bangka Belitung,Bangka Belitung,7/7/2021,7/7/2021,80.98,2.486
Banten,Banten,7/7/2021,7/7/2021,487.048,8.253
Bengkulu,Bengkulu,7/7/2021,7/7/2021,63.608,1.085
Gorontalo,Gorontalo,7/7/2021,7/7/2021,64.964,1.023
Jakarta Raya,Jakarta Raya,7/7/2021,7/7/2021,"1,959.975",4.056
Jambi,Jambi,7/7/2021,7/7/2021,153.424,5.835
Jawa Barat,Jawa Barat,7/7/2021,7/7/2021,"2,038.489",27.426
Jawa Tengah,Jawa Tengah,7/7/2021,7/7/2021,"1,947.797",42.223
Jawa Timur,Jawa Timur,7/7/2021,7/7/2021,"2,298.797",36.584
Kalimantan Barat,Kalimantan Barat,7/7/2021,7/7/2021,158.224,1.834
Kalimantan Selatan,Kalimantan Selatan,7/7/2021,7/7/2021,196.451,2.462
Kalimantan Tengah,Kalimantan Tengah,7/7/2021,7/7/2021,178.974,4.59
Kalimantan Timur,Kalimantan Timur,7/7/2021,7/7/2021,238.9,3.704
Kalimantan Utara,Kalimantan Utara,7/7/2021,7/7/2021,30.811,0.365
Lampung,Lampung,7/7/2021,7/7/2021,232.162,5.267
Maluku,Maluku,7/7/2021,7/7/2021,60.735,0.47
Maluku Utara,Maluku Utara,7/7/2021,7/7/2021,34.922,0.446
Nusa Tenggara Barat,Nusa Tenggara Barat,7/7/2021,7/7/2021,187.879,0.595
Nusa Tenggara Timur,Nusa Tenggara Timur,7/7/2021,7/7/2021,190.944,3.235
Papua,Papua,7/7/2021,7/7/2021,131.225,1.469
Papua Barat,Papua Barat,7/7/2021,7/7/2021,49.216,0.771
Riau,Kepulauan Riau,7/7/2021,7/7/2021,139.784,3.385
Riau,Riau,7/7/2021,7/7/2021,420.304,12.846
Sulawesi Barat,Sulawesi Barat,7/7/2021,7/7/2021,60.466,0.464
Sulawesi Selatan,Sulawesi Selatan,7/7/2021,7/7/2021,481.707,6.422
Sulawesi Tengah,Sulawesi Tengah,7/7/2021,7/7/2021,103.919,2.097
Sulawesi Tenggara,Sulawesi Tenggara,7/7/2021,7/7/2021,102.844,1.746
Sulawesi Utara,Sulawesi Utara,7/7/2021,7/7/2021,150.095,1.831
Sumatera Barat,Sumatera Barat,7/7/2021,7/7/2021,163.424,1.83
Sumatera Selatan,Sumatera Selatan,7/7/2021,7/7/2021,343.643,3.863
Sumatera Utara,Sumatera Utara,7/7/2021,7/7/2021,633.076,18.974
Yogyakarta,Yogyakarta,7/7/2021,7/7/2021,399.317,0.536
Aceh,Aceh,7/8/2021,7/8/2021,175.562,7.056
Bali,Bali,7/8/2021,7/8/2021,763.942,1.158
Bangka Belitung,Bangka Belitung,7/8/2021,7/8/2021,82.895,1.915
Banten,Banten,7/8/2021,7/8/2021,495.02,7.972
Bengkulu,Bengkulu,7/8/2021,7/8/2021,64.577,0.969
Gorontalo,Gorontalo,7/8/2021,7/8/2021,65.948,0.984
Jakarta Raya,Jakarta Raya,7/8/2021,7/8/2021,"1,964.016",4.041
Jambi,Jambi,7/8/2021,7/8/2021,157.994,4.57
Jawa Barat,Jawa Barat,7/8/2021,7/8/2021,"2,074.274",35.785
Jawa Tengah,Jawa Tengah,7/8/2021,7/8/2021,"1,997.208",49.411
Jawa Timur,Jawa Timur,7/8/2021,7/8/2021,"2,343.285",44.488
Kalimantan Barat,Kalimantan Barat,7/8/2021,7/8/2021,160.774,2.55
Kalimantan Selatan,Kalimantan Selatan,7/8/2021,7/8/2021,197.495,1.044
Kalimantan Tengah,Kalimantan Tengah,7/8/2021,7/8/2021,183.634,4.66
Kalimantan Timur,Kalimantan Timur,7/8/2021,7/8/2021,240.742,1.842
Kalimantan Utara,Kalimantan Utara,7/8/2021,7/8/2021,32.133,1.322
Lampung,Lampung,7/8/2021,7/8/2021,236.787,4.625
Maluku,Maluku,7/8/2021,7/8/2021,61.2,0.465
Maluku Utara,Maluku Utara,7/8/2021,7/8/2021,35.324,0.402
Nusa Tenggara Barat,Nusa Tenggara Barat,7/8/2021,7/8/2021,189.189,1.31
Nusa Tenggara Timur,Nusa Tenggara Timur,7/8/2021,7/8/2021,194.09,3.146
Papua,Papua,7/8/2021,7/8/2021,132.351,1.126
Papua Barat,Papua Barat,7/8/2021,7/8/2021,50.014,0.798
Riau,Kepulauan Riau,7/8/2021,7/8/2021,142.206,2.422
Riau,Riau,7/8/2021,7/8/2021,433.789,13.485
Sulawesi Barat,Sulawesi Barat,7/8/2021,7/8/2021,61.112,0.646
Sulawesi Selatan,Sulawesi Selatan,7/8/2021,7/8/2021,486.223,4.516
Sulawesi Tengah,Sulawesi Tengah,7/8/2021,7/8/2021,105.456,1.537
Sulawesi Tenggara,Sulawesi Tenggara,7/8/2021,7/8/2021,105.183,2.339
Sulawesi Utara,Sulawesi Utara,7/8/2021,7/8/2021,151.748,1.653
Sumatera Barat,Sumatera Barat,7/8/2021,7/8/2021,165.24,1.816
Sumatera Selatan,Sumatera Selatan,7/8/2021,7/8/2021,348.592,4.949
Sumatera Utara,Sumatera Utara,7/8/2021,7/8/2021,651.943,18.867
Yogyakarta,Yogyakarta,7/8/2021,7/8/2021,400.265,0.948
Aceh,Aceh,7/9/2021,7/9/2021,181.106,5.544
Bali,Bali,7/9/2021,7/9/2021,765.121,1.179
Bangka Belitung,Bangka Belitung,7/9/2021,7/9/2021,83.585,0.69
Banten,Banten,7/9/2021,7/9/2021,499.472,4.452
Bengkulu,Bengkulu,7/9/2021,7/9/2021,65.004,0.427
Gorontalo,Gorontalo,7/9/2021,7/9/2021,66.752,0.804
Jakarta Raya,Jakarta Raya,7/9/2021,7/9/2021,"1,967.538",3.522
Jambi,Jambi,7/9/2021,7/9/2021,160.142,2.148
Jawa Barat,Jawa Barat,7/9/2021,7/9/2021,"2,098.92",24.646
Jawa Tengah,Jawa Tengah,7/9/2021,7/9/2021,"2,016.437",19.229
Jawa Timur,Jawa Timur,7/9/2021,7/9/2021,"2,371.149",27.864
Kalimantan Barat,Kalimantan Barat,7/9/2021,7/9/2021,162.632,1.858
Kalimantan Selatan,Kalimantan Selatan,7/9/2021,7/9/2021,197.781,0.286
Kalimantan Tengah,Kalimantan Tengah,7/9/2021,7/9/2021,186.715,3.081
Kalimantan Timur,Kalimantan Timur,7/9/2021,7/9/2021,242.425,1.683
Kalimantan Utara,Kalimantan Utara,7/9/2021,7/9/2021,32.47,0.337
Lampung,Lampung,7/9/2021,7/9/2021,239.098,2.311
Maluku,Maluku,7/9/2021,7/9/2021,61.525,0.325
Maluku Utara,Maluku Utara,7/9/2021,7/9/2021,35.619,0.295
Nusa Tenggara Barat,Nusa Tenggara Barat,7/9/2021,7/9/2021,190.058,0.869
Nusa Tenggara Timur,Nusa Tenggara Timur,7/9/2021,7/9/2021,197.704,3.614
Papua,Papua,7/9/2021,7/9/2021,133.691,1.34
Papua Barat,Papua Barat,7/9/2021,7/9/2021,50.831,0.817
Riau,Kepulauan Riau,7/9/2021,7/9/2021,144.333,2.127
Riau,Riau,7/9/2021,7/9/2021,442.375,8.586
Sulawesi Barat,Sulawesi Barat,7/9/2021,7/9/2021,61.634,0.522
Sulawesi Selatan,Sulawesi Selatan,7/9/2021,7/9/2021,489.162,2.939
Sulawesi Tengah,Sulawesi Tengah,7/9/2021,7/9/2021,107.17,1.714
Sulawesi Tenggara,Sulawesi Tenggara,7/9/2021,7/9/2021,106.582,1.399
Sulawesi Utara,Sulawesi Utara,7/9/2021,7/9/2021,154.016,2.268
Sumatera Barat,Sumatera Barat,7/9/2021,7/9/2021,166.149,0.909
Sumatera Selatan,Sumatera Selatan,7/9/2021,7/9/2021,352.077,3.485
Sumatera Utara,Sumatera Utara,7/9/2021,7/9/2021,664.265,12.322
Yogyakarta,Yogyakarta,7/9/2021,7/9/2021,400.474,0.209
Aceh,Aceh,7/10/2021,7/10/2021,184.065,2.959
Bali,Bali,7/10/2021,7/10/2021,766.899,1.778
Bangka Belitung,Bangka Belitung,7/10/2021,7/10/2021,84.285,0.7
Banten,Banten,7/10/2021,7/10/2021,502.368,2.896
Bengkulu,Bengkulu,7/10/2021,7/10/2021,65.516,0.512
Gorontalo,Gorontalo,7/10/2021,7/10/2021,67.089,0.337
Jakarta Raya,Jakarta Raya,7/10/2021,7/10/2021,"1,969.908",2.37
Jambi,Jambi,7/10/2021,7/10/2021,163.48,3.338
Jawa Barat,Jawa Barat,7/10/2021,7/10/2021,"2,116.58",17.66
Jawa Tengah,Jawa Tengah,7/10/2021,7/10/2021,"2,043.743",27.306
Jawa Timur,Jawa Timur,7/10/2021,7/10/2021,"2,401.247",30.098
Kalimantan Barat,Kalimantan Barat,7/10/2021,7/10/2021,163.547,0.915
Kalimantan Selatan,Kalimantan Selatan,7/10/2021,7/10/2021,198.726,0.945
Kalimantan Tengah,Kalimantan Tengah,7/10/2021,7/10/2021,193.683,6.968
Kalimantan Timur,Kalimantan Timur,7/10/2021,7/10/2021,244.603,2.178
Kalimantan Utara,Kalimantan Utara,7/10/2021,7/10/2021,32.75,0.28
Lampung,Lampung,7/10/2021,7/10/2021,240.332,1.234
Maluku,Maluku,7/10/2021,7/10/2021,61.955,0.43
Maluku Utara,Maluku Utara,7/10/2021,7/10/2021,35.953,0.334
Nusa Tenggara Barat,Nusa Tenggara Barat,7/10/2021,7/10/2021,191.162,1.104
Nusa Tenggara Timur,Nusa Tenggara Timur,7/10/2021,7/10/2021,200.901,3.197
Papua,Papua,7/10/2021,7/10/2021,134.579,0.888
Papua Barat,Papua Barat,7/10/2021,7/10/2021,51.34,0.509
Riau,Kepulauan Riau,7/10/2021,7/10/2021,146.381,2.048
Riau,Riau,7/10/2021,7/10/2021,451.368,8.993
Sulawesi Barat,Sulawesi Barat,7/10/2021,7/10/2021,62.298,0.664
Sulawesi Selatan,Sulawesi Selatan,7/10/2021,7/10/2021,493.257,4.095
Sulawesi Tengah,Sulawesi Tengah,7/10/2021,7/10/2021,109.202,2.032
Sulawesi Tenggara,Sulawesi Tenggara,7/10/2021,7/10/2021,107.62,1.038
Sulawesi Utara,Sulawesi Utara,7/10/2021,7/10/2021,154.372,0.356
Sumatera Barat,Sumatera Barat,7/10/2021,7/10/2021,167.415,1.266
Sumatera Selatan,Sumatera Selatan,7/10/2021,7/10/2021,354.092,2.015
Sumatera Utara,Sumatera Utara,7/10/2021,7/10/2021,669.331,5.066
Yogyakarta,Yogyakarta,7/10/2021,7/10/2021,400.835,0.361
Aceh,Aceh,7/11/2021,7/11/2021,184.692,0.627
Bali,Bali,7/11/2021,7/11/2021,767.065,0.166
Bangka Belitung,Bangka Belitung,7/11/2021,7/11/2021,84.293,0.008
Banten,Banten,7/11/2021,7/11/2021,502.498,0.13
Bengkulu,Bengkulu,7/11/2021,7/11/2021,65.516,0
Gorontalo,Gorontalo,7/11/2021,7/11/2021,67.11,0.021
Jakarta Raya,Jakarta Raya,7/11/2021,7/11/2021,"1,971.628",1.72
Jambi,Jambi,7/11/2021,7/11/2021,163.687,0.207
Jawa Barat,Jawa Barat,7/11/2021,7/11/2021,"2,117.863",1.283
Jawa Tengah,Jawa Tengah,7/11/2021,7/11/2021,"2,044.444",0.701
Jawa Timur,Jawa Timur,7/11/2021,7/11/2021,"2,403.131",1.884
Kalimantan Barat,Kalimantan Barat,7/11/2021,7/11/2021,163.635,0.088
Kalimantan Selatan,Kalimantan Selatan,7/11/2021,7/11/2021,198.732,0.006
Kalimantan Tengah,Kalimantan Tengah,7/11/2021,7/11/2021,193.947,0.264
Kalimantan Timur,Kalimantan Timur,7/11/2021,7/11/2021,244.624,0.021
Kalimantan Utara,Kalimantan Utara,7/11/2021,7/11/2021,32.753,0.003
Lampung,Lampung,7/11/2021,7/11/2021,240.35,0.018
Maluku,Maluku,7/11/2021,7/11/2021,61.976,0.021
Maluku Utara,Maluku Utara,7/11/2021,7/11/2021,35.996,0.043
Nusa Tenggara Barat,Nusa Tenggara Barat,7/11/2021,7/11/2021,191.219,0.057
Nusa Tenggara Timur,Nusa Tenggara Timur,7/11/2021,7/11/2021,201.069,0.168
Papua,Papua,7/11/2021,7/11/2021,134.793,0.214
Papua Barat,Papua Barat,7/11/2021,7/11/2021,51.472,0.132
Riau,Kepulauan Riau,7/11/2021,7/11/2021,148.322,1.941
Riau,Riau,7/11/2021,7/11/2021,453.333,1.965
Sulawesi Barat,Sulawesi Barat,7/11/2021,7/11/2021,62.344,0.046
Sulawesi Selatan,Sulawesi Selatan,7/11/2021,7/11/2021,493.439,0.182
Sulawesi Tengah,Sulawesi Tengah,7/11/2021,7/11/2021,109.392,0.19
Sulawesi Tenggara,Sulawesi Tenggara,7/11/2021,7/11/2021,107.683,0.063
Sulawesi Utara,Sulawesi Utara,7/11/2021,7/11/2021,154.394,0.022
Sumatera Barat,Sumatera Barat,7/11/2021,7/11/2021,167.471,0.056
Sumatera Selatan,Sumatera Selatan,7/11/2021,7/11/2021,354.273,0.181
Sumatera Utara,Sumatera Utara,7/11/2021,7/11/2021,669.48,0.149
Yogyakarta,Yogyakarta,7/11/2021,7/11/2021,401.458,0.623
Aceh,Aceh,7/12/2021,7/12/2021,191.862,7.17
Bali,Bali,7/12/2021,7/12/2021,768.574,1.509
Bangka Belitung,Bangka Belitung,7/12/2021,7/12/2021,86.096,1.803
Banten,Banten,7/12/2021,7/12/2021,506.303,3.805
Bengkulu,Bengkulu,7/12/2021,7/12/2021,66.581,1.065
Gorontalo,Gorontalo,7/12/2021,7/12/2021,68.531,1.421
Jakarta Raya,Jakarta Raya,7/12/2021,7/12/2021,"1,976.67",5.042
Jambi,Jambi,7/12/2021,7/12/2021,168.513,4.826
Jawa Barat,Jawa Barat,7/12/2021,7/12/2021,"2,144.263",26.4
Jawa Tengah,Jawa Tengah,7/12/2021,7/12/2021,"2,081.031",36.587
Jawa Timur,Jawa Timur,7/12/2021,7/12/2021,"2,446.935",43.804
Kalimantan Barat,Kalimantan Barat,7/12/2021,7/12/2021,166.265,2.63
Kalimantan Selatan,Kalimantan Selatan,7/12/2021,7/12/2021,200.486,1.754
Kalimantan Tengah,Kalimantan Tengah,7/12/2021,7/12/2021,197.743,3.796
Kalimantan Timur,Kalimantan Timur,7/12/2021,7/12/2021,247.495,2.871
Kalimantan Utara,Kalimantan Utara,7/12/2021,7/12/2021,33.321,0.568
Lampung,Lampung,7/12/2021,7/12/2021,245.353,5.003
Maluku,Maluku,7/12/2021,7/12/2021,62.771000000,0.795
Maluku Utara,Maluku Utara,7/12/2021,7/12/2021,36.427,0.431
Nusa Tenggara Barat,Nusa Tenggara Barat,7/12/2021,7/12/2021,192.129,0.91
Nusa Tenggara Timur,Nusa Tenggara Timur,7/12/2021,7/12/2021,204.5,3.431
Papua,Papua,7/12/2021,7/12/2021,136.029,1.236
Papua Barat,Papua Barat,7/12/2021,7/12/2021,52.003,0.531
Riau,Kepulauan Riau,7/12/2021,7/12/2021,151.777,3.455
Riau,Riau,7/12/2021,7/12/2021,462.944,9.611
Sulawesi Barat,Sulawesi Barat,7/12/2021,7/12/2021,63.275,0.931
Sulawesi Selatan,Sulawesi Selatan,7/12/2021,7/12/2021,499.215,5.776
Sulawesi Tengah,Sulawesi Tengah,7/12/2021,7/12/2021,111.381,1.989
Sulawesi Tenggara,Sulawesi Tenggara,7/12/2021,7/12/2021,109.595,1.912
Sulawesi Utara,Sulawesi Utara,7/12/2021,7/12/2021,156.206,1.812
Sumatera Barat,Sumatera Barat,7/12/2021,7/12/2021,169.573,2.102
Sumatera Selatan,Sumatera Selatan,7/12/2021,7/12/2021,360.736,6.463
Sumatera Utara,Sumatera Utara,7/12/2021,7/12/2021,682.746,13.266
Yogyakarta,Yogyakarta,7/12/2021,7/12/2021,401.805,0.347
Aceh,Aceh,7/13/2021,7/13/2021,198.968,7.106
Bali,Bali,7/13/2021,7/13/2021,769.986,1.412
Bangka Belitung,Bangka Belitung,7/13/2021,7/13/2021,87.25,1.154
Banten,Banten,7/13/2021,7/13/2021,519.201,12.898
Bengkulu,Bengkulu,7/13/2021,7/13/2021,71.036,4.455
Gorontalo,Gorontalo,7/13/2021,7/13/2021,70.125,1.594
Jakarta Raya,Jakarta Raya,7/13/2021,7/13/2021,"1,980.833",4.163
Jambi,Jambi,7/13/2021,7/13/2021,173.51,4.997
Jawa Barat,Jawa Barat,7/13/2021,7/13/2021,"2,172.41",28.147
Jawa Tengah,Jawa Tengah,7/13/2021,7/13/2021,"2,118.546",37.515
Jawa Timur,Jawa Timur,7/13/2021,7/13/2021,"2,489.272",42.337
Kalimantan Barat,Kalimantan Barat,7/13/2021,7/13/2021,170.627,4.362
Kalimantan Selatan,Kalimantan Selatan,7/13/2021,7/13/2021,203.914,3.428
Kalimantan Tengah,Kalimantan Tengah,7/13/2021,7/13/2021,200.064,2.321
Kalimantan Timur,Kalimantan Timur,7/13/2021,7/13/2021,250.72,3.225
Kalimantan Utara,Kalimantan Utara,7/13/2021,7/13/2021,33.659,0.338
Lampung,Lampung,7/13/2021,7/13/2021,251.476,6.123
Maluku,Maluku,7/13/2021,7/13/2021,63.399000000,0.628
Maluku Utara,Maluku Utara,7/13/2021,7/13/2021,37.033,0.606
Nusa Tenggara Barat,Nusa Tenggara Barat,7/13/2021,7/13/2021,193.871,1.742
Nusa Tenggara Timur,Nusa Tenggara Timur,7/13/2021,7/13/2021,209.366,4.866
Papua,Papua,7/13/2021,7/13/2021,137.488,1.459
Papua Barat,Papua Barat,7/13/2021,7/13/2021,52.517,0.514
Riau,Kepulauan Riau,7/13/2021,7/13/2021,155.764,3.987
Riau,Riau,7/13/2021,7/13/2021,471.374,8.43
Sulawesi Barat,Sulawesi Barat,7/13/2021,7/13/2021,64.5,1.225
Sulawesi Selatan,Sulawesi Selatan,7/13/2021,7/13/2021,503.46,4.245
Sulawesi Tengah,Sulawesi Tengah,7/13/2021,7/13/2021,113.008,1.627
Sulawesi Tenggara,Sulawesi Tenggara,7/13/2021,7/13/2021,112.285,2.69
Sulawesi Utara,Sulawesi Utara,7/13/2021,7/13/2021,157.627,1.421
Sumatera Barat,Sumatera Barat,7/13/2021,7/13/2021,172.214,2.641
Sumatera Selatan,Sumatera Selatan,7/13/2021,7/13/2021,367.219,6.483
Sumatera Utara,Sumatera Utara,7/13/2021,7/13/2021,697.533,14.787
Yogyakarta,Yogyakarta,7/13/2021,7/13/2021,402.318,0.513
Aceh,Aceh,7/14/2021,7/14/2021,205.72,6.752
Bali,Bali,7/14/2021,7/14/2021,771.996,2.01
Bangka Belitung,Bangka Belitung,7/14/2021,7/14/2021,88.342,1.092
Banten,Banten,7/14/2021,7/14/2021,529.732,10.531
Bengkulu,Bengkulu,7/14/2021,7/14/2021,73.691,2.655
Gorontalo,Gorontalo,7/14/2021,7/14/2021,71.669,1.544
Jakarta Raya,Jakarta Raya,7/14/2021,7/14/2021,"1,985.01",4.177
Jambi,Jambi,7/14/2021,7/14/2021,177.851,4.341
Jawa Barat,Jawa Barat,7/14/2021,7/14/2021,"2,205.509",33.099
Jawa Tengah,Jawa Tengah,7/14/2021,7/14/2021,"2,157.619",39.073
Jawa Timur,Jawa Timur,7/14/2021,7/14/2021,"2,533.421",44.149
Kalimantan Barat,Kalimantan Barat,7/14/2021,7/14/2021,175.783,5.156
Kalimantan Selatan,Kalimantan Selatan,7/14/2021,7/14/2021,207.509,3.595
Kalimantan Tengah,Kalimantan Tengah,7/14/2021,7/14/2021,202.179,2.115
Kalimantan Timur,Kalimantan Timur,7/14/2021,7/14/2021,252.814,2.094
Kalimantan Utara,Kalimantan Utara,7/14/2021,7/14/2021,34.28,0.621
Lampung,Lampung,7/14/2021,7/14/2021,257.142,5.666
Maluku,Maluku,7/14/2021,7/14/2021,63.987000000,0.588
Maluku Utara,Maluku Utara,7/14/2021,7/14/2021,37.74,0.707
Nusa Tenggara Barat,Nusa Tenggara Barat,7/14/2021,7/14/2021,195.605,1.734
Nusa Tenggara Timur,Nusa Tenggara Timur,7/14/2021,7/14/2021,214.535,5.169
Papua,Papua,7/14/2021,7/14/2021,139.061,1.573
Papua Barat,Papua Barat,7/14/2021,7/14/2021,53.044,0.527
Riau,Kepulauan Riau,7/14/2021,7/14/2021,160.444,4.68
Riau,Riau,7/14/2021,7/14/2021,477.173,5.799
Sulawesi Barat,Sulawesi Barat,7/14/2021,7/14/2021,65.732,1.232
Sulawesi Selatan,Sulawesi Selatan,7/14/2021,7/14/2021,508.642,5.182
Sulawesi Tengah,Sulawesi Tengah,7/14/2021,7/14/2021,115.292,2.284
Sulawesi Tenggara,Sulawesi Tenggara,7/14/2021,7/14/2021,114.743,2.458
Sulawesi Utara,Sulawesi Utara,7/14/2021,7/14/2021,159.199,1.572
Sumatera Barat,Sumatera Barat,7/14/2021,7/14/2021,174.825,2.611
Sumatera Selatan,Sumatera Selatan,7/14/2021,7/14/2021,371.811,4.592
Sumatera Utara,Sumatera Utara,7/14/2021,7/14/2021,714.726,17.193
Yogyakarta,Yogyakarta,7/14/2021,7/14/2021,402.576,0.258
Aceh,Aceh,7/15/2021,7/15/2021,211.408,5.688
Bali,Bali,7/15/2021,7/15/2021,773.553,1.557
Bangka Belitung,Bangka Belitung,7/15/2021,7/15/2021,90.434,2.092
Banten,Banten,7/15/2021,7/15/2021,542.456,12.724
Bengkulu,Bengkulu,7/15/2021,7/15/2021,76.008,2.317
Gorontalo,Gorontalo,7/15/2021,7/15/2021,73.739,2.07
Jakarta Raya,Jakarta Raya,7/15/2021,7/15/2021,"1,992.261",7.251
Jambi,Jambi,7/15/2021,7/15/2021,181.785,3.934
Jawa Barat,Jawa Barat,7/15/2021,7/15/2021,"2,237.351",31.842
Jawa Tengah,Jawa Tengah,7/15/2021,7/15/2021,"2,194.615",36.996
Jawa Timur,Jawa Timur,7/15/2021,7/15/2021,"2,582.474",49.053
Kalimantan Barat,Kalimantan Barat,7/15/2021,7/15/2021,180.662,4.879
Kalimantan Selatan,Kalimantan Selatan,7/15/2021,7/15/2021,209.72,2.211
Kalimantan Tengah,Kalimantan Tengah,7/15/2021,7/15/2021,204.654,2.475
Kalimantan Timur,Kalimantan Timur,7/15/2021,7/15/2021,255.97,3.156
Kalimantan Utara,Kalimantan Utara,7/15/2021,7/15/2021,34.729,0.449
Lampung,Lampung,7/15/2021,7/15/2021,263.476,6.334
Maluku,Maluku,7/15/2021,7/15/2021,64.761000000,0.774
Maluku Utara,Maluku Utara,7/15/2021,7/15/2021,38.387,0.647
Nusa Tenggara Barat,Nusa Tenggara Barat,7/15/2021,7/15/2021,196.719,1.114
Nusa Tenggara Timur,Nusa Tenggara Timur,7/15/2021,7/15/2021,219.907,5.372
Papua,Papua,7/15/2021,7/15/2021,140.328,1.267
Papua Barat,Papua Barat,7/15/2021,7/15/2021,54.136,1.092
Riau,Kepulauan Riau,7/15/2021,7/15/2021,165.976,5.532
Riau,Riau,7/15/2021,7/15/2021,482.114,4.941
Sulawesi Barat,Sulawesi Barat,7/15/2021,7/15/2021,67.372,1.64
Sulawesi Selatan,Sulawesi Selatan,7/15/2021,7/15/2021,513.42,4.778
Sulawesi Tengah,Sulawesi Tengah,7/15/2021,7/15/2021,117.366,2.074
Sulawesi Tenggara,Sulawesi Tenggara,7/15/2021,7/15/2021,118.224,3.481
Sulawesi Utara,Sulawesi Utara,7/15/2021,7/15/2021,160.453,1.254
Sumatera Barat,Sumatera Barat,7/15/2021,7/15/2021,177.085,2.26
Sumatera Selatan,Sumatera Selatan,7/15/2021,7/15/2021,377.028,5.217
Sumatera Utara,Sumatera Utara,7/15/2021,7/15/2021,731.415,16.689
Yogyakarta,Yogyakarta,7/15/2021,7/15/2021,402.972,0.396
Aceh,Aceh,7/16/2021,7/16/2021,216.386,4.978
Bali,Bali,7/16/2021,7/16/2021,775.265,1.712
Bangka Belitung,Bangka Belitung,7/16/2021,7/16/2021,91.217,0.783
Banten,Banten,7/16/2021,7/16/2021,551.127,8.671
Bengkulu,Bengkulu,7/16/2021,7/16/2021,78.376,2.368
Gorontalo,Gorontalo,7/16/2021,7/16/2021,74.764,1.025
Jakarta Raya,Jakarta Raya,7/16/2021,7/16/2021,"2,000.868",8.607
Jambi,Jambi,7/16/2021,7/16/2021,183.95,2.165
Jawa Barat,Jawa Barat,7/16/2021,7/16/2021,"2,259.715",22.364
Jawa Tengah,Jawa Tengah,7/16/2021,7/16/2021,"2,219.234",24.619
Jawa Timur,Jawa Timur,7/16/2021,7/16/2021,"2,606.166",23.692
Kalimantan Barat,Kalimantan Barat,7/16/2021,7/16/2021,185.037,4.375
Kalimantan Selatan,Kalimantan Selatan,7/16/2021,7/16/2021,210.57,0.85
Kalimantan Tengah,Kalimantan Tengah,7/16/2021,7/16/2021,206.531,1.877
Kalimantan Timur,Kalimantan Timur,7/16/2021,7/16/2021,257.22,1.25
Kalimantan Utara,Kalimantan Utara,7/16/2021,7/16/2021,35.045,0.316
Lampung,Lampung,7/16/2021,7/16/2021,265.945,2.469
Maluku,Maluku,7/16/2021,7/16/2021,65.515000000,0.754
Maluku Utara,Maluku Utara,7/16/2021,7/16/2021,38.844,0.457
Nusa Tenggara Barat,Nusa Tenggara Barat,7/16/2021,7/16/2021,197.124,0.405
Nusa Tenggara Timur,Nusa Tenggara Timur,7/16/2021,7/16/2021,224.381,4.474
Papua,Papua,7/16/2021,7/16/2021,141.465,1.137
Papua Barat,Papua Barat,7/16/2021,7/16/2021,54.867,0.731
Riau,Kepulauan Riau,7/16/2021,7/16/2021,170.456,4.48
Riau,Riau,7/16/2021,7/16/2021,485.243,3.129
Sulawesi Barat,Sulawesi Barat,7/16/2021,7/16/2021,68.217,0.845
Sulawesi Selatan,Sulawesi Selatan,7/16/2021,7/16/2021,518.025,4.605
Sulawesi Tengah,Sulawesi Tengah,7/16/2021,7/16/2021,119.013,1.647
Sulawesi Tenggara,Sulawesi Tenggara,7/16/2021,7/16/2021,120.869,2.645
Sulawesi Utara,Sulawesi Utara,7/16/2021,7/16/2021,161.647,1.194
Sumatera Barat,Sumatera Barat,7/16/2021,7/16/2021,179.138,2.053
Sumatera Selatan,Sumatera Selatan,7/16/2021,7/16/2021,383.292,6.264
Sumatera Utara,Sumatera Utara,7/16/2021,7/16/2021,745.71,14.295
Yogyakarta,Yogyakarta,7/16/2021,7/16/2021,403.115,0.143
Aceh,Aceh,7/17/2021,7/17/2021,219.355,2.969
Bali,Bali,7/17/2021,7/17/2021,778.143,2.878
Bangka Belitung,Bangka Belitung,7/17/2021,7/17/2021,92.466,1.249
